JobID	GroupID	Title	Description	Requirements	City	State	Country	Zip5	StartDate	EndDate
1478	1	Associate Mechanical Engineer	<p><span>Associate Mechanical Engineer will be responsible for hydraulic systems installations on earthmoving machines. Responsibilities of this position include (but are not limited to) the following: development of an understanding of the machine hydraulic systems: integration of the hydraulic systems into the machine (routing of hydraulic lines and component placement / mounting): actively engaging in a team environment serving as a technical resource. The responsibilities of this position will be applied to the following areas: current product cost reduction, current product maintenance and Continuous Product Improvement (CPI), and New Product Introduction (NPI). The candidate will be accountable for meeting all design criteria goals: technical, cost, quality and timeliness with supervision and guidance from an experienced engineer, a team leader and section supervisor. </span></p>\r<p><span>Â </span>&nbsp;</p>	<span>Bachelor's degree in Mechanical, Industrial, Manufacturing or Agricultural Engineering * Mechanical knowledge and understanding in how to assemble and disassemble mechanical components/machines and the required tools to perform these functions. Cost reduction project implementation experience in areas of design and or process improvement <br />\r<br />\rPreferred Skills: Concurrent Product and Process Design & New Product Introduction experience * Previous 6 Sigma experience and familiarity * Ability to understand and diagnose hydraulic systems * Maintenance and/or repair of mobile construction/mining machine or industrial equipment * 1 to 3 years experience in designing, fabrication, operation or development of industrial equipment or earthmoving machines</span>	Decatur	IL	US	62526	2012-03-15 15:40:00.227	2012-04-14 23:59:59
1480	1	Kitchen Designer	<span>Consultant â Kitchen Designer</span><span><br />\r<br />\r<span>We are seeking an individual with a Bachelors Degree or related space planning experience.</span><br />\rÂ <br />\r</span>	<p><span>Technical Skills and Experience: </span><span><br />\r<span>â¢ Strong AutoCAD skills in release 2002 or higher</span><br />\r<span>â¢ Strong design knowledge of restaurants and commercial kitchens</span><br />\r<span>â¢ Solid understanding of kitchen equipment and functions</span><br />\r<span>â¢ Ability to interpret codes and ADA requirements and how they impact design</span><br />\r<span>â¢ Solid understanding of electrical, plumbing, and mechanical design to produce working kitchen drawings</span><br />\r<span>â¢ Possess Project/Client/Vendor management skills</span><br />\r<span>â¢ Understand ergonomics and efficient space utilization </span><br />\r<span>â¢ Exposure to the architecture/construction field</span><br />\r<span>â¢ Ability to identify and implement technical and creative solutions for specific aspects of facilities designs</span><br />\r<span>â¢ Revit experience is a desired credential, however not required for position</span><br />\r<span>â¢ FCSI affiliation is a desired credential</span></span> </p>	Oak Brook	IL	US	60523	2012-03-30 12:35:37.08	2012-04-29 23:59:59
1481	1	Inventory Records Analyst	<p style="text-align: justify"><span>Explaining inventory growth, assisting in the rearrangement of a distribution center, verification that rack materials and floor items are present for that shiftâs line build requirements, using a standard shift handoff and communication process. If items are not present, line checker must communicate with the team leader planners to determine if material can be acquired from other lines, and following the proper escalation. </span></p>\r<p style="text-align: justify"></p>\r<p style="text-align: justify"><span>Ordering rack materials and floor items as required for the next 3 days production build using the scan-ban system where applicable and client TBU schedules. Providing best-effort service when deviations or production variances occur. This includes following the specific ordering process for materials that are not available in local warehouses or the Champaign center, and/or when the order fails to complete. If the order fails to complete, then investigating alternate sources (other local client locations) or contacting client planners to buy items from suppliers. Perform line counting to ensure materials expected by client execution systems are physically present. Line checker will be expected to count at least 1/3 of their associated parts for their lines per shift. Floor items will be counted daily. The Line checker Team Leads will track schedule conformance and deviations to ensure proper tracking of line checker controllable issues versus issues beyond reasonable control. The Line Checker Team Leads and client will prepare and deliver regular reports showing line checker actual performance versus targets for both point-of-use hits and inventory control levels. Provide client with an acceptance sign-off form which contains the tasks in progress, tasks completed and task completion dates, requiring clientâs acceptance. Advise of any issues causing delays and potential âred flags"</span></p>	High School education or GED with experience in Inventory Records or Line Checker	East Peoria	IL	US		2012-03-30 12:39:49.037	2012-04-29 23:59:59
1483	1	Technical Writer - RPSTL	<p><span>Butler America has an opportunity for a Technical Writer with RPSTL (Repair Parts and Special Tool List) experience to work in Huntsville, AL for a long term contract project. </span></p>\r<p></p>	Will consider a Technical Writer with a background in IPB (Illustrated Parts Breakdown) manuals. Prior experience with XML is preferred. Prior experience with military manuals (aircraft) is preferred.	Huntsville	AL	US	35805	2012-04-06 15:37:09.76	2012-05-05 23:59:59
1495	1	Executive Recruiter	<p></p>\r<p>www.iscjobs.com, International Search Consultants, inc. Â is growing and we are looking to add a few new good recruiters to our team.Â  Even though it is a virtual position, the majority of our recruiters are based in Arizona, so AZ residents are especially encouraged to apply. </p>\r<p></p>\r<p>This is a sub-contractor, 1099 position.Â </p>\r<p></p>\r<p><strong>There will be a background check done prior to inviting anyone to join our team.</strong> </p>\r<p></p>\r<p>You will work virtual, and be responsible for providing a land line and an internet connection. ISC Â will pay for all other overhead, including 800#, access to all job boards, and tons of extra tools to help you be successful. We do offer training for folks with no recruiter training but it is <em>minimal</em>...definitely looking for someone who is self motivated and can work independently. </p>\r<p></p>\r<p>For the firstÂ month you will be focused strictly on NEW BUSINESS DEVELOPMENT...cold calling into companies, using our sourcing tools to give you contact info, and then calling in, attempting to gain new job orders. After roughly one month you will then be either working job orders that you have developed yourself, or working on house accounts. </p>\r<p></p>\r<p>We also have positions for strictly New Business Development for the right person. Straight commission, we need someone who understands that this is a long sales cycle and can realistically go for the first few months with no paycheck. After typically 3 months your pipeline fills up and then the cks can be pretty consistent, however it never changes from being a straight commission position. In 2012 the biggest single commission ck for one month so far has beenÂ  $34k. Extremely high earning potential, this is not for the weak of heart! Big dollars, you can make $10k in a day, and lose it in a day if deal falls thru, candidate accepts counter-offer, etc. </p>\r<p></p>\r<p>Looking for someone who wants to be in charge of their own destiny. Extremely high earning potential, 6-figures is definitely possible in this position, but it does take a full time person who can handle the ups and down of this brutal but exhilarating business. THIS IS A FULL CYCLE RECRUITING POSITION....YOU WILL BE FINDING YOUR OWN JOB ORDERS, FILLING THEM, ETC. We provide full resources and the tools for you to succeed, but you will be responsible for procuring your own job orders in addition to working on house accounts. </p>\r<p></p>\r<p></p>\r<p><strong>Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  ISC's Mission Statement:Â </strong></p>\r<p><strong></strong></p>\r<p style="text-align: center"><strong>To make as much money as humanly possible, while maintaining the highest levels of ethics and integrity with a minimal level of drama. </strong></p>\r<p style="text-align: center"><strong></strong></p>\r<p style="text-align: center"><strong><em>More Money, Less Drama!</em></strong></p>	<p>Revised Requirements: <br />\r<br />\rNO prima donnas, divas, psychos or cry babies, or anyone with an attitude of ENTITLEMENT, rather than GRATITUDE, Â puhleeze, do not apply. <br />\r<br />\rIf you haveÂ ever had friends of family describe you as someone with extreme mood swings, <strong><em>PLEASE</em></strong> do not apply.Â  Anyone who has been diagnosed with even aÂ "Mild' personality disorderÂ  will not find long-termÂ  satisfaction within our group. <br />\r<br />\rIf you are prono to hysterical outbursts during stressfulÂ  situations...like straight commission deals,Â and have ever been in a team environment and had anyone tell you that you are 'snippy',Â 'sharp' or 'rude', 'unreasonably defensive' or 'paranoid', PUHLEEEEZE,Â  do not apply.Â <br />\r<br />\rÂ Â <br />\r<br />\rWE are a team of supportive, NICE recruiters who place a high value on having a pleasant team atmosphere, with no negativity. <br />\r<br />\rLooking for someone who fits into that mold.Â  We are looking for someone who understands this is a straight commission job, with a long sales cycle. Working virtual, hours are flexible but we still need someone who can realistically put in 40 hours a week. They can be flexible hours, but the hours still need to be put in, in order to build the momentum needed to be successful at this.Â </p>\r<p></p>\r<p>Confident on the phone, must have good computer skills. A background in phone sales would be ideal. </p>\r<p></p>\r<p>Recruiting is ultimately sales, and high end sales at that with a long sales cycle. Must be able to work independently at home, with the ability to financially and emotionally withstand a straight commission position. Many consider this a dream job, if you can go into it being very aware of the highs and lows. </p>\r<p></p>\r<p>This is long range, big game hunting! We are looking for <strong>Elephant Hunters </strong>only!Â Â </p>\r<p></p>\r<p>We say we wantÂ  ' Elephant Hunters' because this is akin to a Big Game Hunt. We are looking for someone with not only the financial ability to withstand 90 days without a paycheck, but also, and even more importantly, the mental fortitude to work for 3 months before snagging your first big check.' </p>\r<p></p>\r<p>Elephant hunters keep their eyes on the prize, knowing that they are day by day inching towards the big trophy. The first 90Â  days you are planting your crops, knowing that with lots of care and attention, you will be able to reap the rewards of your effortsÂ down the line.Â </p>\r<p></p>\r<p>'Butterfly catchers' need not apply. Someone who expects or needs immediate rewards for their work efforts would not do well in this.Â </p>\r<p></p>\r<p></p>\r<p>MANDATORY...<span style="text-decoration: underline">MUST be able to effectively communicate on-line</span>. If people are constantly replying back to you, saying they do not understand your note, this is NOT for you. </p>\r<p></p>\r<p>However, if you are an effective communicator on the phone and on e-mail, are pleasant and money motivated, understand that you can make six figures doing this but that it takes someone who is willing to CONSISTENTLY put in 40 hour weeks, will not break down in tears/hives/spasms when deals fall apart :o), e-mail me and we will go from there. It honestly can be a DREAM JOB for the RIGHT person.</p>\r<p>People with a strong sales background are especially encouraged to apply. Former Real Estate salespeople may beÂ a good fit for this type of opportunity.Â <br />\r<br />\rÂ Â </p>\r<p>If you feel that you are a good match,Â  please e-mail me your resume at <a href="mailto:annr@iscjobs.com">annr@iscjobs.com</a>Â and we can go from there. </p>\r<p></p>\r<p>We are not available for calls at this time, but please send your resume! <br />\r<br />\rPLEASE BE AWARE THAT THERE WILL BE A $100 ON-BOARDING FEE FOR ALL NEW TEAMMEMBERS. If you are not in a position to investÂ  $100 on a new career,Â  this is not for you.Â Â <br />\r<br />\rFinally, <span style="text-decoration: underline">please read this a second time prior to responding</span>, and put the words " I GET IT" on either the subject lineÂ or in the body of an introductory e-mail to me.Â Â Â </p>\r<p></p>\r<p>Thank you!Â </p>	Tempe	AZ	US	85284	2012-03-26 02:04:09.94	2012-04-25 23:59:59
1506	1	Financial Modeler - Treasury / Banking / Evaluation	-Â Â Â Â Â Â Â  Data analysis, basic financial modeling and testing; Pulling data from various sources, compare and basic investigation on discrepancies <BR>\r-Â Â Â Â Â Â Â  Research of market conventions and valuation practice <BR>\r-Â Â Â Â Â Â Â  Documentation of testing activities <BR>\r-Â Â Â Â Â Â Â  Preparation of decision support for implementation projects and methodology changes <BR>	- Sound finance experience (Bloomberg usage, financial markets) is required, <BR>\rÂ  e.g. light financial engineering experience, strong financial analytics and financial modeling <BR>\r- Understand fixed income deals <BR>\r- Experience with data query/reporting tools <BR>\r- Proficient with Microsoft Excel <BR>\r- Understanding of data query and reporting <BR>\r- Precise and thorough work attitude <BR>\r- Autonomous work style after an initial training<BR>\r<BR>\rPreferred/ Nice-to-haves: <BR>\r- Experience in Financial Services and/or Treasury <BR>\r- Knowledge of more complex financial instruments, Derivatives<BR>\r- MBA/CFA/FRM <BR>\r- Financial consulting background	Torrance	CA	US	90501	2012-03-19 19:38:52.627	2012-04-18 23:59:59
1507	1	Product Test Engineer II	<BR>\rProvide initial engineering review of customer returned material, work with Customer Service, Lead Engineers, Quality Engineers, test facility personnel, production floor associates and customers as necessary to determine root cause of failure. Produce failure analysis reports as needed for submission to customer. <BR>\r<BR>	<P>Â </P>\rPosition requires a B.S. degree in engineering with a minimum of three to five years of related experience. Position reports to Engineering Manager- Hose/Tube/Fitting product lines..	Jackson	MI	US	49203	2012-03-22 18:49:20.243	2012-04-21 23:59:59
1509	1	Electrical Engineer	Primary Job responsibilities: <BR>\râ¢ Work with electronic manufacturing suppliers in the build and testing of circuit boards for the aerospace industry. <BR>\râ¢ Assist in troubleshooting manufacturing issues related to the manufacturing of circuit board assemblies. <BR>\râ¢ Drive root cause and corrective action for failures related to circuit board designs or failures due to manufacturing and assembly issues. <BR>\râ¢ Provide weekly status updates to leadership on the progress of root cause and corrective actions. <BR>\râ¢ Collaborate cross functionally with supply chain personnel, engineering, manufacturing and sub-tier suppliers. <BR>\râ¢ Develop and maintain project tracking sheets (such as action item lists, expedite lists or process plan status) to highlight critical path indicators and to ensure both customer representatives and Eaton functions are working towards the same goal. <BR>\r<BR>	Experience: <BR>\râ¢ BS in EE or equivalent <BR>\râ¢ Minimum 5 of yearsâ experience in circuit board design <BR>\râ¢ Electronic circuit board design and manufacturing experience is a must <BR>\râ¢ Experience with troubleshooting complex circuit board designs and driving root cause and corrective actions <BR>\râ¢ Working directly with suppliers in resolving issues related to circuit board design and circuit board manufacturing <BR>\râ¢ Experience with leading high performance work teams <BR>\râ¢ Creating process plans related to the manufacture of circuit boards and working within a manufacturing environment. <BR>\râ¢ Project management experience <BR>\r<BR>	Los Angeles	CA	US	90039	2012-04-10 12:58:28.173	2012-05-09 23:59:59
1521	1	Controls Engineer	<p>Controls Engineer <br />\r<br />\rThis position is responsible for utilizing knowledge of industrial controls, industrial networks, programming software, industrial automation and production equipment.Â  This also includes providing production equipment support such as to minimize downtime, improve operating efficiencies, and facilitate equipment upgrades and modifications.Â  Responsibilities also include applying electrical theory and related knowledge to design, develop, test and implement equipment control system modifications as required by the plant.Â  Ability to design, specify and manage the installation and programming of new control systems, Operator Interface terminals, Windows based Area Control Systems, as well as PLCs, Servos, and various other electronic machine control apparatus.Â  The Controls Engineer participates in the planning, implementation and supervision of new equipment installations.Â  Duties and responsibilities may be added, deleted or changed at any time at the discretion of management, formally or informally, either verbally or in writing.<br />\r<br />\r</p>\r<p></p>\r<p><b>Maintenance of System </b></p>\r<p></p>\r<p>Analyzes, assists and resolves work problems; may also include working with production and maintenance personnel</p>\r<p></p>\r<p>Troubleshoots and corrects production equipment control problems so as to enable maximum productivity, product recovery and quality</p>\r<p></p>\r<p>Diagnoses cause of electrical or mechanical malfunction or failure of operational equipment and will teach/train electricians and technicians to perform preventative and corrective maintenance</p>\r<p></p>\r<p>Tests and inspects machines and equipment in manufacturing departments to eliminate production problems</p>\r<p></p>\r<p>Provides production equipment support utilizing knowledge and understanding of the equipment control systems, programming, processes and components being utilized</p>\r<p></p>\r<p>Diagnoses and resolves production equipment issues where control system components and/or programming may be a contributing factor</p>\r<p></p>\r<p>Diagnoses and resolves control system performance and/or maintenance issues</p>\r<p></p>\r<p>Maintains electrical and control system schematics and programming documentation such as to ensure that all electronic and hard copy versions are at current revision.</p>\r<p></p>\r<p>Â Maintains all plant floor and library copies of all control system schematics, documentation, process and motion controller programs, PLC and HMI programs and all other such equipment control related files and documentation </p>\r<p></p>\r<p>Assures that all equipment control systems have current electrical and control system documentation in place</p>\r<p></p>\r<p>Assures timely maintenance and repair of PLC, HMI, Process and Motion Control and all other control system and automation control hardware.</p>\r<p></p>\r<p></p>\r<p></p>\r<p><b>Planning/Preparation/Implementation/Safety</b></p>\r<p></p>\r<p>Plans, directs, and records periodic electrical testing and recommends or initiates modification or replacement of equipment which fails to meet acceptable operating standards</p>\r<p></p>\r<p>Participates in the planning, engineering, and implementation phases of new equipment installation projects</p>\r<p></p>\r<p>Participates and may be directly responsible for the planning, engineering and implementation of equipment modification projects</p>\r<p></p>\r<p>Assists with development and implementation of standards for electrical and controls components for use within the facility and with suppliers</p>\r<p></p>\r<p>Maintains maximum personal knowledge on all relevant controls related hardware and software.</p>\r<p></p>\r<p>Responsible for monitoring, record keeping, and taking appropriate action for specified Food Safety Plan, Food Quality Plan and prerequisite program requirements.</p>\r<p></p>\r<p>Responsible to report food safety and quality issues to management.</p>\r<p></p>\r<p></p>\r<p><b>Work Environment</b></p>\r<p></p>\r<p>Must be able to walk or stand on concrete floors, and climb ladders without difficulty or pain</p>\r<p>Must be able to use hands and fingers to work on projects with crews</p>\r<p></p>\r<p><b>Personal Skills</b></p>\r<p>Cooperation</p>\r<p>Order</p>\r<p>Discipline</p>\r<p>Work Discipline</p>\r<p>Striving</p>\r<p></p>\r<p><b>Additional Skills/Preferences</b></p>\r<p>Must have excellent written and verbal communication skills</p>\r<p>Proven Mechanical skills</p>\r<p>Must be able to prioritize</p>\r<p>Multi-task Oriented</p>\r<p>Strong follow-up skills</p>\r<p>Ability to make decisions quickly with little </p>\r<p></p>\r<p>Please send resume to dianne@nationwide-search.com</p>	<p>Education and Experience</p>\r<p></p>\r<p>4 year degree in Electrical Engineering preferred; or 2 year degree with 5 years additional experience</p>\r<p></p>\r<p>5 â 7 years of progressive experience in the area of controls, with knowledge of PLCâs and automation applications</p>\r<p></p>\r<p>Computer proficient in Microsoft Windows, Project and Office</p>\r<p></p>\r<p>Experienced and proficient with AutoCAD, RSLogix 500, RSLogix 5000, RSNetworx, RSLinx and RSView</p>\r<p>Â <br />\rPlease send resume to <a href="mailto:dianne@nationwide-search.com">dianne@nationwide-search.com</a></p>	Fort Wayne	IN	US		2012-04-04 09:44:59.1	2012-05-03 23:59:59
1523	1	Cost Accounting Manager	<span>We have an immediate need with a premier manufacturer located near Birmingham, AL for a Cost Accounting Manager. A qualified candidate will be primarily responsible for a variety of cost accounting and analysis issues. Duties will include evaluating costs associate with changes in production and design, reviewing and maintaining cost models, preparing reports for management related to manufacturing costs, performing cost audits, assisting with operating budgets, preparing cost estimates, managing and reconciling inventory, and a variety of other projects. The successful candidate will have the technical and communication skills to work with multiple locations on cost accounting issues.&nbsp;&nbsp;</span>	Qualified candidates must possess a bachelor's degree and have STRONG MS Excel skills including but not limited to pivot tables and Vlookups. Total Compensation is $65,000 -$90,000 DOE.	Decatur	AL	US	35603	2012-03-17 02:05:19.073	2012-04-16 23:59:59
1524	1	Payroll Coordinator	<p>&nbsp;</p>\r<p>This Payroll Coordinator will be responsible for managing the direct payroll processing for a large and growing company. Â This positionÂ requires running payroll reports and taxes,Â analyzing payroll errors and irregularities and tracking timecards. </p>	<p><span>Must have:</span></p>\r<ul>\r    <li><span>A Bachelorâs degree is preferred, but your experience counts!</span></li>\r    <li><span>Direct multi-state processing experience of 400+ employees</span></li>\r    <li><span>Experience managing and processing garnishments</span></li>\r</ul>	Cahaba Heights	AL	US	35243	2012-03-13 12:12:55.83	2012-04-12 23:59:59
1535	1	Maintenance Technician - CNC Machining	<p><span>I have an immediate opening for a <b><span>Maintenance Technician</span></b> with an aerospace supplier located in Southern Georgia. This is a company with revenues exceeding $400 million and a total of over 2,000 employees in multiple U.S. locations.</span></p>\r<p>&nbsp;</p>\r<p><b><span>RESPONSIBILITIES:</span></b></p>\r<ul>\r    <li><span>This position will require the candidate to have a strong background in electronics on CNC 3/4/5/6 axis equipment. Typical machine brands worked with include: Haas, Hermle, Excello, Mori Seiki, Ferrari and Makino.</span> </li>\r</ul>\r<ul>\r    <li><span>Keep abreast of technical changes and developments in the industry.</span> </li>\r</ul>	<ul>\r    <li>Experienced in MCH verification method, pneumatics, hydraulics and spindle install and alignment.\r    <li>Experience with working with Fanuc and Siemens controllers as well as PC based controllers.\r    <li><span>Experience in electronic troubleshooting skills and motor drives.</span>\r    <li><span>PLC experience a must</span>\r    <li><span>It is desired for this individual to have </span><span>at least two years of maintenance machining experience, and/or equivalent education, training and experience to meet job requirements of job. </span>\r    <li><span>Would prefer a</span> <span>candidate with TPM background and lean experience.</span> </li>\r</ul>	Valdosta	GA	US		2012-03-12 11:59:44.6	2012-04-11 23:59:59
1540	1	Construction -  Electrical - project management	<br />\rElectrical construction firm that does mainly commercial and light industrial buildings is looking for a seasoned Project manager to assume full management of multiple projects.<br />\rCustomer relations, closeout documents, billing, management of labor, manage reports, labor projections. Proposal writing and presentations.<br />\rprojects range from 5mil to 10mil.<br />\r<br />\rComprehensive PPO medical insurance including dental, vision, and life-including family.&nbsp; participation in 401k with company match. Bonuses formulated. paid vacation.<br />\rRelocation and interim housing expenses are reimbursed.<br />\r<br />\r<p><span>BENAMATI &amp; ASSOCIATES IS A 30YR OLD RECRUITING FIRM SPECIALIZING IN ENGINEERING , CONSTRUCTION AND OIL &amp; GAS. We &nbsp;represent &nbsp;firms nationwide who are looking for qualified, talented, and stable individuals. Director level to &nbsp;designer &nbsp;levels. Our clients offer competitive salaries, excellent benefits and pleasant working environments. Do send resume in attachment for possible matches to your talent.</span></p>	Journeyman electrician preferred with minimum 10yrs experience in the&nbsp; field with recent project management responsibilities.<br />\rbackground in&nbsp; managing projects over 1million.<br />\r<br />\rSkilled with computer.<br />\rExcellent verbal and written communication skills.<br />\rOrganized and self motivated.<br />\rsome teaching or mentoring background good.<br />\rMUST HAVE COME FROM AN ELECTRICAL JOURNEYMAN BACKGROUND.<br />\r<br />\rkey words:&nbsp; construction, electrical, OSHA, journeyman, commercial buildings, power distribution, wiring, inspection, electrician, <br />	Syracuse	NY	US		2012-03-17 02:03:23.2	2012-04-16 23:59:59
1541	1	Quality and Food Safety Manager	<p><strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Excellent&nbsp;Company to work for!&nbsp; <br />\r<br />\r*Looking for a&nbsp;Quality Manager with Food/Beverage Experience.&nbsp; This position will be based in a manufacturing plant in Salinas, CA. and will have up to 40% travel to other locations.&nbsp; Must be able to travel with this position.</strong><br />\r<br />\r</p>\r<ul>\r    <li>\r    <p>The Quality&nbsp; Manager reports to the General Manager and is a critical leader in the plant regarding Food Safety and Quality.</p>\r    </li>\r</ul>\r<p>&nbsp;</p>\r<ul>\r    <li>\r    <p>The Quality Manager will also manage the plant safety systems in addition to the Quality Systems for this manufacturing site.</p>\r    </li>\r</ul>\r<p>&nbsp;</p>\r<ul>\r    <li>\r    <p>Will be responsible for the development of the Food Safety Programs.</p>\r    </li>\r</ul>\r<p>&nbsp;</p>\r<ul>\r    <li>\r    <p>Will be responsible for interaction with Marketing in product development efforts.</p>\r    </li>\r</ul>\r<p>&nbsp;</p>\r<ul>\r    <li>\r    <p>Will be responsible for addressing all food safety and quality concerns reported by the employees</p>\r    </li>\r</ul>\r<p>&nbsp;</p>\r<ul>\r    <li>\r    <p>Bilingual in Spanish desired.</p>\r    </li>\r</ul>\r<p>&nbsp;</p>\r<p>&nbsp;</p>\r<p>&nbsp;</p>\r<p>&nbsp;</p>	<strong></strong>\r<p><strong>Competencies <br />\r<br />\r</strong></p>\r<ul>\r    <li>The incumbent should possess a technical background in food technology, food science,&nbsp; microbiology, or chemistry, with a related undergraduate or graduate degree. </li>\r</ul>\r<p>&nbsp;</p>\r<ul>\r    <li>&nbsp;The position requires a detail orientation, the ability to balance multiple priorities, and a sense of urgency for problem solving and continuous improvement. </li>\r</ul>\r<p>&nbsp;</p>\r<ul>\r    <li>A minimum of&nbsp;5 years of quality and production management experience in the food industry are required, with an intimate knowledge of and passion for quality methods and techniques, including the HACCP concept for food safety, quality assurance standards, food laboratory testing methods and operations, and statistical process control techniques </li>\r</ul>\r<p>&nbsp;</p>\r<ul>\r    <li>The incumbent needs a strong people orientation, an impactful leadership presence and a teamwork-oriented, "can do" attitude. A strong level of assertiveness needs to be balanced with exceptional interpersonal skills to achieve results without direct authority. All of these attributes must be used to develop a proactive approach to product quality while maintaining a fast-paced, continuous flow, large-scale production operation. </li>\r</ul>\r<p>&nbsp;</p>\r<p>Keywords:&nbsp; Quality Manager, Food Safety Manager, Quality Supervisor, Quality Enabler, Quality Control, Quality Assurance, Food Industry, Food Science, </p>	Monterey	CA	US	93940	2012-03-26 15:12:57.547	2012-04-25 23:59:59
1542	1	Director of Product Development	<p align="left"><strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Excellent Company to Work For!<br />\r<br />\r&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "This World Class Organization is looking for a <span style="text-decoration: underline">Director of Product Development</span>"<br />\r<br />\rThis position reports to the General Manager and is a new created role. This company is continuing to grow and needs a Director of Product Development to join the company and lead&nbsp;new products and processes.<br />\r<br />\rResponsibilities include:<br />\r<br />\r* Review of project requests for technical feasibility and production/quality viability<br />\r<br />\r* Identify emerging technology and trends in the Food Industry<br />\r<br />\r* Work with vendors, equipment suppliers, outside agencies to develop new business&nbsp;&nbsp; opportunities and solutions to technical and product problems.<br />\r<br />\r*Plan, execute and monitor approved product and process development projects.<br />\r<br />\r* Develop policies, procedures, reports and specifications in conjunction with new product launches or process improvements<br />\r<br />\r* Coordinate testing with various departments (Marketing, Production, Quality) for projects.<br />\r<br />\r* Prepare budgetary costs for projects and manage expenses to budget.<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r</strong></p>\r<strong></strong>	<br />\r<strong>The Director of Product Development will need to have:<br />\r<br />\r<br />\r*&nbsp; BS in Food Science, Food Engineering, or related field with a minimum of 10 years in Product Development<br />\r<br />\r* 5 years in Supervisory or managing of employees<br />\r<br />\r* Proven track record in developing new products and processes<br />\r<br />\r* Experience with Food Safety and Government regulatory agencies (FDA,USDA)<br />\r</strong>	San Francisco	CA	US	94102	2012-03-26 15:13:52.733	2012-04-25 23:59:59
