Id,Title,FullDescription,LocationRaw,LocationNormalized,ContractType,ContractTime,Company,Category,SalaryRaw,SalaryNormalized,SourceName
35740450,"Graduate Software Engineer  C, C++, Java, UML, OOD","Graduate Software Engineer  C/C++, Java, UML, ObjectOriented Analysis software development and systems integration. Our client operates as a prime contractor in Command, Control and Communications, Intelligence, Surveillance and Reconnaissance (C ISR), Government Services, Aircraft Modernisation and Maintenance (AM Identification of test requirements and the development of component test harnesses; Supporting design and code review activities to derisk the design evolution Applicants must be qualified in Software Engineering, Computer Science, Maths or Physics to Degree level or above (1st or ****:1 is preferred) with experience in one or more of the following: Object Oriented Analysis and Design (preferably UML) UNIX /Linux or Windows, C, C++, Java HTML, PHP C/C++ and ObjectOriented Desirable Requirements  experience in one or more of the following: Realtime design Mathematical or algorithm coding Network Protocols OO Case Tools Structured Design Methods Data and Voice Networks Computer Telephony Integration (CTI) An appreciation of the following: Testing techniques and strategies Configuration Management UML Graduate Software Engineer  C/C++ and ObjectOriented Analysis C, C++, Java, OOD, UML, Software, Graduate, Windows, Unix, Linux, RealTime, HTML, PHP Salary: **** Location: Fleet, Hampshire","Hampshire, South East",Hampshire,,permanent,Gregory Martin International,IT Jobs,20000 - 25000/annum 25K plus benefits,22500,cv-library.co.uk
36050971,Revenue Manager Luxury Resort Hotel & Spa  Livein Available,"The Hotel Revenue Manager  Luxury Resort Hotel Spa  Livein Available . A great opportunity to join this high quality, stylish, **** star hotel group as Revenue Manager at their stunning resort hotel and spa. The hotel has over 100 bedrooms, high quality food beverage outlets, high volume conference banqueting space and luxurious spa leisure facilities. The Job A key member of the senior management team the Revenue Manager works closely with the General Manager and Group Revenue Manager to plan and implement strategic policies and procedures to ensure the maximum revenue is achieved from bedrooms and meeting room space. As Revenue Manager you will manage a small team whilst controlling all GDS systems and managing all reservations systems in conjunction with domestic and international partners. The Person Successful Revenue Manager candidates will be able to demonstrate clear progression in their chosen specialism and have revenue management experience gained in a competitive market place. As Revenue Manager you will be able to manage coordinate revenue management systems to achieve budgeted yield and occupancy. Excellent communication skills and the ability to work in close liaison with other senior managers will be essential as is computer literacy, an analytical strategic approach to Revenue Management, sales awareness and the ability to make sound business decisions in fast moving environment. This job was originally posted as www.caterer.com/JobSeeking/RevenueManagerLuxuryResortHotelSpaLiveinAvailable_job****",Jersey Channel Isles,Jersey,,,Marshall Human Resources,Hospitality & Catering Jobs,"From 26,000 to 27,000 per annum live-in available, plus excellent be",26500,caterer.com
36757414,Primary Teachers,"Are you a qualified/newly qualified teacher looking for supply work in and around South Yorkshire? Do you want a new challenge with varied work, flexibility and great rates of pay? If so, Vision for Education can help We are currently looking for enthusiastic and dedicated KS**** and KS**** Primary Teachers for a number of schools across the area. Candidates must have an enthusiasm for teaching, a good knowledge of the national curriculum and excellent classroom and behaviour management skills. It is essential that you hold a valid, recognised teaching qualification and ideally you will have 6 weeks recent experience of teaching in the UK. We must also be able to contact your past school to obtain a reference. Vision for Education was started in **** by a group of like minded individuals with a desire for providing a quality service to customers. Our promise is to serve the education community, be it Teachers, Schools or Students alike to the highest possible standards. If you are looking for a primary, secondary or special needs teaching position, be it short or long term, then give us the opportunity to help you move your teaching career in the right direction. You need look no further than Vision for Education for a professional, friendly service, provided by an experienced team for all your requirements. If you feel you have the qualities we are looking for, and would like to know more call the office today",South Yorkshire,South Yorkshire,,contract,Vision for Education,Teaching Jobs,90 - 140/day Excellent Rates of Pay,27600,cv-library.co.uk
37128991,Chef de Partie  Small Food Focused Hotel  All Fresh  Tips,"A Chef de Partie with all round skills is required at a hotel located in Nottinghamshire Role: The Head Chef of this property is looking for a Chef de Partie who is capable of working on all sections in the kitchen of this hotel.The hotel offers menus based around fresh, seasonal ingredients for the bar, **** cover restaurant and the private functions that take place at the property making this a varied Chef de Partie role in which you will have to be adaptable to different cooking styles. Requirements: All Chef de Parties applying for this role must have good all round kitchen skills gained from a fresh food focused kitchen environment.This role would be ideal for a chef who is still eager to learn new skills and develop further. Benefits Include: Uniform Provided Meals on Duty Share of Tips Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Tony Papa will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/ChefdePartieSmallFoodFocusedHotelAllFreshTips_job****",Nottinghamshire East Midlands,Nottinghamshire,,,Chef Results,Hospitality & Catering Jobs,"Upto 15,000 per annum + Tips",15000,caterer.com
37129908,Junior Sous Chef  Relaxed Country Pub  All Fresh Food  Tips,"A pub serving delicious, seasonal food in Northamptonshire is looking for a Junior Sous Chef Role: Working within a small team of chefs as Junior Sous Chef this role will require you to run the pass and stove in the absence of the Head Chef as well as being given some input on the regularly changing menus and specials.The position of Junior Sous Chef is based within a country pub that is a popular, relaxed dining venue offering both modern and traditional dishes prepared onsite from fresh ingredients. Requirements: The position would suit a Senior Chef de Partie or a Junior Sous Chef who is confident of their ability to run a kitchen during service when required to do so.All candidates must have worked in respected fresh food venues where the emphasis was on high quality cooking. Benefits Include: Uniform Provided Meals on Duty Tips – IRO **** Per Week Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Sean Bosley will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/JuniorSousChefRelaxedCountryPubAllFreshFoodTips_job****",Northamptonshire East Midlands,Northamptonshire,,,Chef Results,Hospitality & Catering Jobs,"18,000 per annum + Tips (IRO 50 Per Week)",18000,caterer.com
37433988,Chef De Partie FREE LIVE IN quirky gastro restaurant,"With FREE live in accommodation and tips of **** per week this is a chance not to be missed. Fantastic opportunity for a Chef De Partie to work in a busy gastro kitchen using seasonal and fresh produce whilst work with a friendly and passionate of chefs. Privately owned property with a superb reputation for cooking seasonal British dishes bringing regular and repeat custom. The ideal Chef De Partie must have a consistent background and have experience working within fresh food kitchens. As Chef De Partie you will need to be confident working on most sections and be a true team player. Located within easy driving distance of Stevenage and Hertford this lovely property is waiting for a new and passionate Chef De Partie. My client is offering a starting salary of **** however should you live local and do not require live in accommodation the salary would be approx. **** Either way this is a chance for a keen and hands on Chef De Partie to join an honest and hard working team. For more information please call Tara on **** **** / **** **** and please email CVs to taraclearselection.co.uk Consultant Tara Connor  Always keen to talk, loves spending days in clients kitchens and has a great selection of clients.  / **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client s nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client s establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. ****","London, UK, Greater London",London,,,Clear Selection,Hospitality & Catering Jobs,"From 15,000 to 16,000 per annum Salary 15000 FREE LIVE IN quirky ga",15500,jobs.catererandhotelkeeper.com
37434282,Junior Sous Near Essex Fresh Food Pub Up to ****  Tips,"Junior Sous Near Essex Fresh Food Pub Up to **** Tips Clear Selection are pleased to working with this new fresh food client based in Essex near Dunmow. Our client has been running their successful gastro pub for the past three years and its reputation and returning clientele has soared An opportunity has arisen for a Junior Sous to join this small brigade, working with the Head / Sous chef we are seeking a talented chef who has great knife skills, a good knowledge of fresh food and a creative mind. The ideal Junior Sous will need to have at least two years experience in a similar operation you will need to have high standards of presentation and passion for high quality fresh gastro pub food. The owners can provide the support and training needed and staff morale is high. Due to location / split shifts you will need to have your own transport. Interested with a great solid background with fresh food then please mail your CV Salary up to **** Ref ****JC Jemma Collins Recruitment Manager  Leads the Recruitment Team for Clear Selection ensuring we are one of the finest in the business  / **** **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client s nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client s establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. ****","Essex, UK, Essex",Essex,,,Clear Selection,Hospitality & Catering Jobs,18000 per annum,18000,jobs.catererandhotelkeeper.com
37579042,Welwyn Chef de Partie does it get any better than this? ****,"Welwyn Chef de Partie does it get any better than this? **** Rosettes, Mentioned in all major guides, Great National Press reviews and a fabulous team. My client is eager to find a talented Chef de Partie who can create exciting food using some of the best ingredients around. This Chef de Partie vacancy is about fine dining not the casual Rustic approach. Situated within easy driving distance of Welwyn this really is a superb opportunity for a Chef de Partie to flourish and excel. You will need to possess the ability to cope well under pressure, enjoy the buzz of a busy service and be a true team worker. Chef de Partie Details Country Setting Busy Operation Good Job Security Established Team Large Kitchen Team True Fresh Produce Mentioned in all the guides Modern Food Interested and ready to join a great establishment? Then please mail over your details or call me on the number below for a chat Consultant: Chris Wilson Ref: ****CW Chef de Partie Award Winning Nr Welwyn  / **** **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client s nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client s establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. ****","Welwyn Garden City, Hertfordshire, UK, Hertfordshire",Welwyn Garden City,,,Clear Selection,Hospitality & Catering Jobs,18000 per annum,18000,jobs.catererandhotelkeeper.com
37799823,Chef De Partie needed  **** rosette restaurant  live in,"Chef De Partie needed  **** rosette restaurant  live in available Looking for a talented Chef De Partie with at least **** rosette experience to work in a beautiful **** red star hotel with a **** rosette restaurant. You must have the experience of working in a **** rosette restaurant or higher, but just as importantly must have the drive and ambition to pursue their career to new heights. The hotel is a palatial Victorian building, set in acres of lush garden, very much being a destination known for its fine food and comfortable nights. The kitchen is run by a very talented executive chef, who can boast an exceptional menu. Using only the finest produce cooked in a very well maintained kitchen, any chef de partie will find they can learn a massive amount from the experience. There is exceptional live in opportunity as well, with accommodation being just **** minutes away from the kitchen itself, and costing next to nothing The salary for the position is negotiable depending on experience, but is going to be competitive. With a brigade of **** working to produce a mix of classical and modern style food, there is an abundance of talent already there. If you have the skills and experience to make this next step then as a successful chef de partie you can see your mark made in this exceptional venue. If you have what it takes, then email to apply and see your career prosper and your talent utilised Ref ****CW Consultant Chris Wilson  / **** **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client s nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client s establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. ****","UK, Greater London",London,,,Clear Selection,Hospitality & Catering Jobs,14000 - 17000 per annum,15500,jobs.catererandhotelkeeper.com
37800128,Sous Chef for fabulous private hotel  ****,"An amazing vacancy for a Sous Chef has become available in a beautiful privately run Hotel. Known for its fine atmosphere and finer food, this establishment really has it all. Using fresh ingredients and producing lovely meals from an excellent menu, this is a fantastic opportunity. Cooking for staying patrons as well as the public, the restaurant is nice and busy, with returning custom all the time As Sous Chef you would have to be able to work closely with the Head Chef, being second in a brigade of **** deputising in the Head Chefs absence. Are you looking to work in a beautiful English Hotel? Do you have great culinary skills? Do you have a love for cooking and cooking well? This Sous Chef position gives you the chance to cook fine food with a fine group of colleagues, producing some amazing dishes in a fabulous hotel with a clean, well run kitchen. If you are serious about your food, and serious about how you work in a kitchen, then apply today to work in this amazing hotel Sous Chef ****k tips Ref ****CW Consultant Chris Wilson  / **** **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client s nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client s establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. ****","Woodbridge, Suffolk, Suffolk, UK, Suffolk",Woodbridge,,,Clear Selection,Hospitality & Catering Jobs,"From 18,000 to 20,000 per annum",19000,jobs.catererandhotelkeeper.com
37800611,Chef de Partie Sauce Award Winning Hertford ****,"Chef de Partie Sauce Award Winning Hertford **** Ready to work in a TwoRosette Restaurant and assist our client the Head Chef in producing high quality fresh food. We are seeking to find a Chef de Partie for this multi award winning Restaurant situated within **** minutes drive of Hertford, Hertfordshire. We would envisage that you will already have similar experience as a Chef De Partie or maybe you are an ambitious Demi Chef de Partie looking for your next move. You will love the pressure of producing a high standard of food, know your ingredients and be very eager to progress. For this Chef De Partie role, my client is offering sensible hours including some straight shifts and the chance to work with lots of local ingredients. Maybe you are working in an establishment that is not as successful, maybe you are working in an unprofessional environment maybe its just time for a change. Interested in this Chef de Partie vacancy and ready to join a great establishment? Then please mail over your details or call me on the number below for a chat Consultant: Chris Wilson Ref: ****CW Chef de Partie Award Winning Hertford  / **** **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client s nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client s establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. ****","Hertfordshire, UK, Hertfordshire",Hertfordshire,,,Clear Selection,Hospitality & Catering Jobs,18000 per annum,18000,jobs.catererandhotelkeeper.com
37951211,Commis Chef  Milton Keynes **** package,"Commis Chef  Milton Keynes **** package Quick moving, hard working and definitely fun loving commis chef wanted straight away Join the brigade of a busy, yet acclaimed gastro pub just east of Milton Keynes city centre. Working with 100% fresh food and a great bunch of colleagues, for the right commis chef there is plenty of scope for progression in terms of skills, wage and position in the kitchen. Known for developing their commis chefs to higher positions and nurturing their skill rather than stifling it, this is a great opportunity for an aspiring young chef to essentially get their foot in the door of a great establishment where the opportunities come thick and fast. The package is very appealing, with a salary of **** plus tips and bonuses based on performance. You won't find many commis chef positions with a similar offering If you are a commis chef living in the Milton Keynes area and can realistically get to work every day to be part of a brigade creating amazing food from fresh ingredients with a fantastic British Menu. So if you are looking to progress your chef career from a less exciting establishment, then email your CV and I'll call you back Consultant: Chris Wilson Ref: ****CW Commis Chef Milton Keynes  / **** **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client's nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client's establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. **** This job was originally posted as www.caterer.com/JobSeeking/CommisChefMiltonKeynes****package_job****",Milton Keynes Buckinghamshire South East,Milton Keynes,,,Clear Selection,Hospitality & Catering Jobs,14000 per annum + package,14000,caterer.com
38209887,Transaction Services Executive,"Transaction Services Executive ****  **** plus extensive bens Bristol An exciting and highly desirable opportunity has arisen within the Transaction Services department of a leading Professional Services firm in Bristol. Working within multidisciplined teams you will channel your skills to an array of complex, challenging and high profile transactions from M A related activity to flotation's and buyouts. The successful individual will quickly develop an understanding of the target business, interpret and analyse financial information and projections, review historical trading and the adequacy of working capital facilities. Applicants should be Qualified (ACA or equivalent) with no more than two years PQE ideally and possess strong report writing and reviewing skills. Some transaction experience would be an advantage but not a prerequisite, what is essential however is a strong commercial acumen genuine market awareness.",Bristol,Bristol,,permanent,,Accounting & Finance Jobs,"35,000 - 40,000",37500,hays.co.uk
38209888,Audit Executive,"Audit Senior **** Bristol My client, a reputable mid tier practice based in Bristol is currently seeking an Audit Senior due to increased workload in their business. This is a fabulous opportunity for a newly qualified ACA/ACCA candidate from a similar background As Audit Senior you will be a key part of the audit team dealing with client requirements through the end to end process. This will include audit fieldwork, statutory reporting and liaising with both clients and Managers/Partners to keep them fully updated with progress.",Bristol,Bristol,,permanent,,Accounting & Finance Jobs,"34,000",34000,hays.co.uk
38209893,Audit Assistant Manager,"Audit Assistant Manager Bristol **** **** This is an excellent opportunity for an ambitious self starter seeking to fasttrack their career in a supportive, meritocratic environment. Based in Bristol, our client seeks a qualified accountant to join them as Audit Assistant Manager. This job would suit a qualified accountant with external audit experience gained within a small or large reputable professional firm. Do not delay, submit your CV immediately, to gain further information on this fantastic and life changing opportunity.",Bristol,Bristol,,permanent,,Accounting & Finance Jobs,"32,000 – 38,000",35000,hays.co.uk
38221774,Junior Sous Chef  Relaxed Country Pub  All Fresh Food  Tips,"A pub serving delicious, seasonal food in Northamptonshire is looking for a Junior Sous Chef Role: Working within a small team of chefs as Junior Sous Chef this role will require you to run the pass and stove in the absence of the Head Chef as well as being given some input on the regularly changing menus and specials.The position of Junior Sous Chef is based within a country pub that is a popular, relaxed dining venue offering both modern and traditional dishes prepared onsite from fresh ingredients. Requirements: The position would suit a Senior Chef de Partie or a Junior Sous Chef who is confident of their ability to run a kitchen during service when required to do so.All candidates must have worked in respected fresh food venues where the emphasis was on high quality cooking. Benefits Include: Uniform Provided Meals on Duty Tips  IRO **** Per Week Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the apply now button below and our consultant Sean Bosley will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum & Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process.","Northamptonshire, UK, Northamptonshire",Northamptonshire,,,Chef Results,Hospitality & Catering Jobs,"18,000 per annum + Tips (IRO 50 Per Week)",18000,jobs.catererandhotelkeeper.com
38223564,Commis Chef  Open Plan Kitchen  Brasserie Restaurant  Live In,"A Commis Chef role is available at a standards focused hotel located in Hertfordshire Role: This position of Commis Chef is based in a hotel where you will be working in the open plan kitchen that provides meals for the popular Brasserie style restaurant that offers breakfast, lunch and dinner service.A Commis Chef who is keen to learn and progress within an ambitious team of chefs who are aiming for two AA Rosettes in the near future is ideal for this role. Requirements: Although this is a Commis Chef role it is essential that all applicants already have experience working in a fast paced, fresh operation with experience of cooking for large numbers. A candidate who is passionate about food is necessary for this role. Benefits Include: Uniform Provided Meals on Duty Accommodation Available Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the apply now button below and our consultant Sean Bosley will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum & Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process.","Hertfordshire, UK, Hertfordshire",Hertfordshire,,,Chef Results,Hospitality & Catering Jobs,"14,500 per annum",14500,jobs.catererandhotelkeeper.com
38382572,"Bar/Cellar person  Refectory, Milford","**** per hour We're on the lookout for an experienced and friendly bar/cellar person with a real enthusiasm for cask conditioned beer to keep the beers and cellar in tiptop condition as well as working front of house. You'll need to understand and love cask ales, take real pleasure in making people happy and play a full role in supporting all front of house service. Contact: Please send your CV and covering letter telling us what makes you tick to Katie by clicking the Apply Now button below","Milford, Surrey",Milford,,permanent,Brunning & Price,Travel Jobs,6.25 per hour,12000,leisurejobs.com
38693731,Cluster Revenue Manager,"Our client is part of a national hotel chain that require’s an experienced Cluster Revenue Manager to manage a cluster of four to six Hotels, this position is based in the midlands. As Cluster Revenue Manager you will h elp formulate and deploy agreed strategies to take revenue management from ‘good to great’ for your region, being totally responsible for driving revenue streams in accommodation and meetings the events sector. The Cluster Revenue Manager will ensure alignment of brand policy, revenue management, sales and distribution strategy and central marketing initiatives. Your responsibility as Cluster Revenue Manager will be to facilitate strategic decision making in order to maximise bedroom RevPAR and Venue revenues, particularly meeting room occupancy and yield whilst being accountable for business evaluation and development of strategy to continuously drive market share and outperform the competition. You will currently be a Cluster Revenue Manager or a Cluster / Area or Revenue Manager looking after a minimum of two property’s or a Revenue Manager in a large unit managing both rooms and conference space. This job was originally posted as www.caterer.com/JobSeeking/ClusterRevenueManager_job****",Birmingham West Midlands (County) West Midlands,UK,,,Chess Partnership,Hospitality & Catering Jobs,"From 35,000 to 44,000 per annum Bonus, laptop, mobile etc",39500,caterer.com
38758190,Account Executive,"Sales Account Executive Basingstoke Salary ********k plus uncapped commission (depending upon experience) MicroP is one of the leading B2B and retail distributors in the UK and a wholly owned subsidiary of parent company DCC PLC, Ireland's 6th largest company After 31 years of profitability MicroP continues to outperform the market, doubling its business in the last 4 years and achieving revenues in excess of 8****0m in FY2011. This includes Advent Data, a consumables distributor, Sharptext, Ireland's largest distributor and Tekdata, SonicWALL's largest European distributor, which combined make up the MicroP group of companies. Recent prestigious industry accolades including PC Retail Specialist Distributor 2011, Mobile Accessories Distributor 2011, Storage Award Finalist 2011, CRN Systems Distributor 2010 and Microscope Aces Hardware Distributor 2010 are testament to its ongoing commitment to service and excellence and Mobile Hardware Distributor of the year 2012. MicroP represents over **** manufacturers in the UK alone spanning **** products across computing and accessories, print, consumer electronics, networking, servers and solutions, communications and mobile and AV solutions. World class partner brands include Acer, Huawei, Samsung, Sony, Toshiba, Nokia, Western Digital, SonicWall and Netgear. By promoting and selling into its established base of **** resellers we continue to champion new markets, drive channel penetration and product innovation and deliver bespoke endtoend solutions. MicroP's extensive stock holding, flexible credit terms and value add approach to business gives MicroP and its customer base a strong platform from which to grow. MicroP's marketleading approach teamed with a stateoftheart distribution centre, next day delivery and a host of managed services, including enduser fulfilment, assures the highest levels of customer service and satisfaction at all times. MicroP's main sites are in Accrington, Basingstoke, Stoke (Tekdata), Elland (Advent Data) and Dublin (Sharptext) Job Purpose As an Account Executive you will be given your own set of customers with whom you will build close relationships in order to establish Micro P as the IT industry supplier of choice. Some customers will already trade with Micro P, some of these accounts will be new to Micro P. and range from small to medium enterprise business up to multi million pound industry leaders. Think of it as effectively managing your own business which you will develop and grow by understanding their buying needs and matching those to our leading edge products. You will work in a team and have the full support of dedicated specialists who will ensure you have support , information on product and offers to maximise your sales opportunities. We expect you to be proactive in developing opportunities and building business. In return we offer a structured career path, excellent rewards incentive packages and a supportive and energetic environment in which to work. Key Responsibilities Manage develop your own set of accounts ranging from new to established customers Work to daily, weekly monthly targets supported by your team manager Take part in daily team meetings sharing tips techniques with your colleagues Build specific product knowledge and understand the market in order to add value to customers Deal with customer queries while offering advice and guidance to Micro P s customers and suppliers. Identify and report large sales opportunities that may require additional support to secure business. Undertake research of marketplace your customers to enhance grow your account set. Take part in promotions and competitions to build company sales To succeed and enjoy this role you'll need: Self confidence to build relationships with IT resellers get the sale, to advise customers on the best IT products for their business, to own work to a target to take ownership when a problem arises Ideally IT sales experience To be a clear and confident communicator An entrepreneurial spirit backed by the confidence that MicroP is an established name in the marketplace with products that are competitively priced feature the latest technology. Willingness to learn from colleagues develop your sales career. To be comfortable working with technology as well as selling it. Self motivated, consistent, reliable and resilient with a positive outlook always willing to rise to the challenge with a great desire to succeed Before sending your CV you should ask yourself: Am I driven confident enough to manage my own B2B account base? Can I work to targets in a team environment? Do I want a career rather than just a job? You will work to clear targets which on achievement will earn you commission on a stepped basis dependant on percentage v target. After training you will have the opportunity to development your own account set from which you can grow your earnings on an uncapped commission basis. We hold regular sales competitions and incentives and offer special rates for staff purchases. Benefits Competitive salary plus uncapped commission (example of first years minimum earnings 3****k second year 5****k per annum in addition to your basic, although potential to earn more for more exceptional candidates Generous monthly/annual incentives 23 days per annum, increasing to **** upon length of service  bank holidays Strong career path with a promote from within ethos Pension Contribution Child Care Voucher facility Staff Purchase at cost Health care plan covering dental optical etc Loyalty and commitment awards Salary Sacrifice schemes for mobile phones Cycle to Work Scheme Recruitment Finders fee bonus Free Parking Our policy is to promote within where possible and for the very best people they can expect to be given the opportunity to undertake sales management roles or specialist roles which focus on developing sales for particular product ranges such as Print or Visual . Most of our senior management team have progressed within MicroP over its **** year history. We offer full training and ongoing support to ensure that you can deliver the best performance for yourself MicroP For more information and to apply please visit www.hays.co.uk/jobs/microp No Agencies Please",Basingstoke,Basingstoke,,permanent,,IT Jobs,"16,000 - 20,000 plus uncapped comms (depending upon experience)",18000,hays.co.uk
38909389,Chef de Partie  Fine Dining Restaurant  Stunning Venue  Good Tips,"A fine dining restaurant located in Derbyshire has a position available for a Chef de Partie Role: A high quality restaurant which has an excellent reputation is looking for a Chef de Partie to work within the team of five chefs in the kitchen who are preparing high end ingredients with skill, taking their time to ensure each dish is right.In this role of Chef de Partie you will be working to at least two AA Rosette standards although they are hoping to achieve further accolades in the future. Requirements: A Chef de Partie who is used to working in fine dining restaurants with at least two AA Rosettes is needed for this position.All candidates should be capable of working to a high standard at all times, perfecting each dish on the menu. Benefits Include: Uniform Provided Meals on Duty Good Tips – IRO ****K Per Annum Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Tony Papa will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/ChefdePartieFineDiningRestaurantStunningVenueGoodTips_job****",Derbyshire East Midlands,Derbyshire,,,Chef Results,Hospitality & Catering Jobs,"From 16,000 to 17,000 per annum + Tips (IRO 3K Per Annum)",16500,caterer.com
